address,balance_string,balance_wei
0x4f981fDf1fD163e6bc56dEF3D7464A73f2d48Cc6,667.591236349999994880,667591236349999994880
0xdca2A36De8C470DF9dAad7A2a7F69696105b1113,1653.034244010000040960,1653034244010000040960
0x10408b556754a5AB57A743e4B1E403348263D7a1,119.440661180000002048,119440661180000002048
0x3087422e454c6B2324b86Db4dec72b99408d5908,95.276094320000002048,95276094320000002048
0xc8401d7a239920a3BF71E2ab0483626ADF7f1A9D,269.816346809999998976,269816346809999998976
0xD1b677a4D6F8a57d2e90EAc5E1aB716bc48d6226,122.850170410000000000,122850170410000000000
0x533cE55a48300C458395e7dC8044A1DD50769b7b,869.034504640000000000,869034504640000000000
0x1f08Cd1a149994402bA80cb583d9d61AE95A5002,339.326606619999991808,339326606619999991808
0x48E2353E4940e64a06D717137F429D57e4AA202B,6244.350667900000067584,6244350667900000067584
0xd809b5be9A23aCFdBD92804b60a85120EA891bE0,1743.558729119999991808,1743558729119999991808
0x748093aEDF39E3ADCde1fF595E380124B4D07A95,913.402621009999933440,913402621009999933440
0x24ddDD91CdCfC137631FEA6Bf0c08D3adA050e8B,2889.743011990000238592,2889743011990000238592
0xE0BE3131c2714E2eAA68b5e944CF44980D2E4a4d,911.704968719999938560,911704968719999938560
0xf62c70A687f00F057E28B0B4Bb539b7abfF42943,1007.839184979999993856,1007839184979999993856
0xeEe6483642ccb15DE1a633A8329A2971A499171A,363.806582959999991808,363806582959999991808
0x568175a144B11482c6AD9406374562Fc24f9af70,80.611520870000001024,80611520870000001024
0x7D1B918e8d78b3b15ccf5A0B02bC5d2aca31eCF5,389.824425530000000000,389824425530000000000
0xD9D0309c69dCbAd19BBe2994bFcA57990f7d0663,343.580250959999997952,343580250959999997952
0x32e81432f9E7519D5b40c495E87e30C35B675403,120.026563660000004096,120026563660000004096
0xd47F596231D4064937973D9acEacBA7F28082eaF,321.999524349999998976,321999524349999998976
0xe492EC27EF8De6bcf9E332958EB47aa0E44a83Ad,135.955258650000003072,135955258650000003072
0x13C38b5A95E94ea30dBbb22E7016284E3e056D45,1027.984759319999994880,1027984759319999994880
0x76Ba7dD60D1753627a4426b1c9815Ae6Fc79F03F,208.068055549999991808,208068055549999991808
0x6BCC20cb78e493e6DFbA06C27F13bD6972F03ef4,25.608417799999998976,25608417799999998976
0x6709F56Cf9aC096A723D3Ec146141313879cCef6,2479.618754849999929344,2479618754849999929344
0x029Da8489d8a3EeC8D70a3d92206e6fD6AB0125d,194.521708159999992832,194521708159999992832
0x2502961a8845d1e5EB1E0581Fd7F9E4BA9e320b6,103.685612190000001024,103685612190000001024
0xfF85e763F8bD0B0b3F3A973A97d73ff4AECbE7bb,531.163213140000002048,531163213140000002048
0x1C3fB302d8dad199b32d3bE1de8A90B114d448fc,403.245488340000000000,403245488340000000000
